grouping name	table name	column name	Entity Name	Entity-Attribute Name	Entity-Attribute Definition	Key Field	Data Type	source database	source table	source column	notes
fmtv_eng	dtv_transition	analog_turnoff_pn_compl_flg	DTV Transition	Analog Turnoff Public Notice Complianct Flag	"Compliance with conditions for analog turn off set forth in Public Notice FCC 09-7, released February 11, 2009. Values: 'Y' = ""Yes, in compliance"", 'N' = ""Not in compliance"", 'D' = ""Does not certify""."	FALSE	char(1)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	app_arn_cer_a	DTV Transition	Application ARN Certification A	"ARN for form 381, Sect II, Question 1a"	FALSE	char(12)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	app_arn_cer_b	DTV Transition	Application ARN Certification B	"ARN for  form 381, Sect II,  Question 1b"	FALSE	char(12)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	app_arn_cer_d	DTV Transition	Application ARN Certification D	"ARN for form  381, Sect II,  Question 1d"	FALSE	char(12)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	app_arn_cer_e	DTV Transition	Application ARN Certification E	"ARN for  form 381, Sect II,  Question 1e"	FALSE	char(12)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	application_id	DTV Transition	Application Id Number	Uniquely identifies an application.	TRUE	int	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	binding_termination_flg	DTV Transition	Binding notification choice	"Binding notification choice (Will cease on June 12 or Not a major network affiliate, will cease on specified date)"	FALSE	char(1)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	an_objection_callsign	DTV Transition	Call Sign of the station whose nightlight eligibility request this filer is objecting to.	Call Sign of the station whose nightlight eligibility request this filer is objecting to.	FALSE	char(12)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	conflict_decision	DTV Transition	Conflict Decision	Licensee/permittee decides to maintain its second round channel election and certifies that it has resolved its interference conflict(s).	FALSE	char(1)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	construction_complete_ind	DTV Transition	Construction Complete Indicator	Is Construction Status completed?	FALSE	char(1)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	const_not_begun	DTV Transition	Construction Not Begun	Construction has not begun	FALSE	char(1)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	cp_status_ind	DTV Transition	Construction Permit Status Indicator	Construction Permit Status	FALSE	char(1)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	const_underway	DTV Transition	Construction Underway	Construction underway	FALSE	char(1)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	ref_contact_hours	DTV Transition	Consumer Referral Business Hours	Consumer Referral Contact Business Hours	FALSE	varchar(60)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	ref_contact_phone	DTV Transition	Consumer Referral Contact Phone Number	Consumer Referral Contact Phone Number	FALSE	char(10)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	cont_election	DTV Transition	Contingent Channel Election	Contingent Channel Election	FALSE	char(1)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	cont_elected_channel	DTV Transition	Contingent Elected Channel	Contingent Elected Channel	FALSE	int	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	cont_analog_flg	DTV Transition	Continuing Analog Service	Continuing Analog Service	FALSE	varchar(5)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	construction_deadline_date	DTV Transition	Current Construction Deadline Date	Current Construction Deadline	FALSE	datetime	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	data_cert_ind	DTV Transition	Database Certification	Database reviewed certification	FALSE	char(1)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	dtv_cur_channel	DTV Transition	DTV Current Channel	Current DTV Channel of facility	FALSE	int	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	dtv_cur_na	DTV Transition	DTV Current Channel N/A	Current DTV channel question is not applicable ('X' means no DTV channel).	FALSE	char(1)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	dtv_transition_plan_ind	DTV Transition	DTV Transition Plan Indicator	Dummy field used for an exhibit only question	FALSE	n/a	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	early_term_withdraw_ind	DTV Transition	Early Analog Termination Withdraws Notification	Early Analog Termination Withdraws Notification	FALSE	char(1)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	elected_channel_a	DTV Transition	Elected Channel A	"Elected channel number on Election form, (for choice a)"	FALSE	int	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	elected_channel_b	DTV Transition	Elected Channel B	"Elected channel number on Election form, (for choice b)"	FALSE	int	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	election	DTV Transition	Election	Licensee/permittee makes the following channel election from its currently assigned (DTV or NTSC) channels.	FALSE	char(1)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	an_eligibility_showing_ind	DTV Transition	Eligibility Showing Statutory Analog Nightlight Program	Request for Eligibility to Participate in the Statutory Analog Nightlight Program	FALSE	char(1)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	expect_cons_complete_date	DTV Transition	Expected Construction Complete Date	Expected construction completion date	FALSE	datetime	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	op_expected_date	DTV Transition	Expected Operational Date	"If operating pursuant to program test authority, expected operational date"	FALSE	datetime)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	file_prefix_cer_a	DTV Transition	File Prefix Certification A	"File Prefix for form 381, Section II Question 1a"	FALSE	char(10)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	file_prefix_cer_b	DTV Transition	File Prefix Certification B	"File Prefix for form 381, Section II Question 1b"	FALSE	char(10)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	file_prefix_cer_d	DTV Transition	File Prefix Certification D	"File Prefix for form 381, Section II Question 1d"	FALSE	char(10)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	file_prefix_cer_e	DTV Transition	File Prefix Certification E	"File Prefix for form 381, Section II Question 1e"	FALSE	char(10)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	inf_analog_nightlight_ind	DTV Transition	Informal Nightlight	Informal Nightlight	FALSE	char(1)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	inf_analog_nightlight_end_date	DTV Transition	Informal Nightlight Termination Date	Informal Nightlight Termination Date	FALSE	datetime	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	intl_coord_ind	DTV Transition	International Coordination	Subject to a pending International Coordination issue	FALSE	char(1)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	cp_mod_app_arn	DTV Transition	Modified Construction Permit App ARN	Construction Permit FCC ARN.	FALSE	char(12)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	cp_mod_expected_date	DTV Transition	Modified Construction Permit Expected Date	Construction Permit expected filing date	FALSE	datetime	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	cp_mod_file_prefix	DTV Transition	Modified Construction Permit File Prefix	Construction Permit FCC Prefix.	FALSE	char(10)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	cp_mod_filed_date	DTV Transition	Modified Construction Permit Filed Date	Construction Permit date filed	FALSE	datetime	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	cp_mod_filed_ind	DTV Transition	Modified Construction Permit Filed Indicator	Construction Permit filed to match post-transition facility	FALSE	char(10)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	cp_mod_needed_ind	DTV Transition	Modified Construction Permit Needed Indicator	Construction Permit needed to match the post-transition facility.	FALSE	char(1)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	nce_term_cert_flg	DTV Transition	NCE Early Termination Certification.	NCE Early Termination Certification.	FALSE	char(1)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	negot_agreemt_ind	DTV Transition	Negotiated Agreement Indicator	A negotiated conflict resolution agreement	FALSE	char(1)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	termination_date_nce	DTV Transition	Noncommercial Educational Station Termination Date	Noncommercial Educational Station Termination Date	FALSE	datetime	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	termination_time_nce_flg	DTV Transition	Noncommercial Educational Station Termination Time of Day	Noncommercial Educational Station Termination Time of Day	FALSE	varchar(5)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	ntsc_cur_channel	DTV Transition	NTSC Current Channel	Current NTSC channel of facility	FALSE	int	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	ntsc_cur_na	DTV Transition	NTSC Current Channel N/A	Current NTSC channel question is not applicable ('X' means no NTSC channel).	FALSE	char(1)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	op_population_perc	DTV Transition	Operational Population Percent	Population percentage of Post-transition facility operating pursuant to special temporary (STA) or at a reduced facility	FALSE	float()	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	op_power_level	DTV Transition	Operational Power Level	Power level of Post-transition facility operating  pursuant to special temporary authority (STA) or at a reduced facility	FALSE	float()	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	op_status	DTV Transition	Operational Status	Operational status of final DTV (post-transition) facility	FALSE	char(3)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	post_tran_auth_app_arn	DTV Transition	Post Transition Authorization App ARN	Post-transition Authorization ARN	FALSE	char(12)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	post_tran_auth_file_prefix	DTV Transition	Post Transition Authorization File Prefix	Post-transition Authorization File Prefix	FALSE	char(10)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	post_tran_auth_not_yet_ind	DTV Transition	Post Transition Authorization Not Filed Yet	Post-transition Authorization Not Yet Filed	FALSE	char(1)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	post_tran_dtv_channel	DTV Transition	Post Transition DTV Channel	Post-transition DTV Channel	FALSE	int	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	post_tran_operating_ind	DTV Transition	Post Transition Operating Indicator	Post-transition facility operational status	FALSE	char(1)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	pre_tran_dtv_channel	DTV Transition	Pre Transition DTV Channel	Pre-transition DTV Channel	FALSE	int	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	reference_no	DTV Transition	Reference Number	Indicates FCC Letter Reference Number	FALSE	int	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	rep_max_cert	DTV Transition	Replication Maximization Certifications	Replication/maximization certification: How channel elections should be evaluated for purposes of interference protection analysis.	FALSE	char(1)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	rep_max_cer_type	DTV Transition	Replication Maximization Certifications Type	"Identifies type of station (LIC, CP,STA) that it will  replicate or maximize"	FALSE	char(3)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	an_revocation_ind	DTV Transition	Station withdraws its previous notification of participation in the statutory analog nightlight program	Station withdraws its previous notification of participation in the statutory analog nightlight program	FALSE	char(1)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	an_participation_notice_ind	DTV Transition	Statutory Analog Nightlight Participation Notice	Statutory Analog Nightlight (pre-approved eligible station) Participation Notice	FALSE	char(1)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	st_analog_nightlight_ind	DTV Transition	Statutory Analog Nightlight Service	Statutory Analog Nightlight Service	FALSE	char(1)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	st_analog_nightlight_end_date	DTV Transition	Statutory Analog Nightlight Termination Date	Statutory Analog Nightlight Termination Date	FALSE	datetime	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	tech_eng_ind	DTV Transition	Technical engineering Indicator	Technical Engineering Data	FALSE	char(1)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	phone_help_ctr_flg	DTV Transition	Telephone Help Center	Station will provide telephone help center	FALSE	varchar(5)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	tentative_channel	DTV Transition	Tentative Channel	Licensee/permittee has received a tentative channel designation for post-transition DTV operation.	FALSE	int	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	tent_chan_status	DTV Transition	Tentative Channel Status	Licensee/permittee has not received a tentative channel designation for post-transition DTV operation through the channel election process.	FALSE	char(1)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	termination_date_not_aff	DTV Transition	Terminate Analog Television Broadcast Date	Terminate analog television broadcast date not affiliat	FALSE	datetime	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	termination_date_aff	DTV Transition	"Termination Date, for an affiliate"	Terminate Analog Television Broadcast Date An Affiliat	FALSE	datetime	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	termination_time_notaff_flg	DTV Transition	"Termination Date, not an affiliate"	"Termination Date, not An Affiliate"	FALSE	varchar(5)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	termination_time_taff_flg	DTV Transition	"Termination Time of Day, An Affiliate"	"Termination Time of Day, An Affiliate"	FALSE	varchar(5)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	termination_time_0612_flg	DTV Transition	"Termination time of day, June 12"	"Termination time of day, June 12  (Early Morning, Morning, Afternoon, Evening)"	FALSE	varchar(5)	FORM	n/a	n/a	NEW
fmtv_eng	dtv_transition	walkin_help_ctr_flg	DTV Transition	WalkIn Help Center	Station will provide walk-in help center	FALSE	varchar(5)	FORM	n/a	n/a	NEW
fmtv_eng	elevation_ant_make	ant_make	Elevation Antenna Make/Model	Antenna Make	The manufacturer of an antenna	FALSE	char(3)				
fmtv_eng	elevation_ant_make	ant_model_num	Elevation Antenna Make/Model	Antenna Model Number	The model number of an antenna	FALSE	name				
fmtv_eng	elevation_ant_make	ant_comment	Elevation Antenna Make/Model	Elevation Antenna Comment	A comment about the elevation antenna pattern	FALSE	varchar(255)				
fmtv_eng	elevation_ant_make	elevation_antenna_id	Elevation Antenna Make/Model	Elevation Antenna ID	Identifies an elevation pattern	TRUE	int	PK			
fmtv_eng	elevation_pattern	depression_angle	Elevation Antenna Pattern	Depression Angle	Depression Angle	TRUE	float	PK			
fmtv_eng	elevation_pattern	elevation_antenna_id	Elevation Antenna Pattern	Elevation Antenna ID	Identifies an elevation pattern	TRUE	int	PK			
fmtv_eng	elevation_pattern	field_value	Elevation Antenna Pattern	Relative Field Value	The relative field value at all azimuths for the depression angle.	FALSE	float				
fmtv_eng	elevation_pattern	field_value0	Elevation Antenna Pattern	Relative Field Value Azimuth 0	The relative field value at azimuth 0 for the depression angle.	FALSE	float				
fmtv_eng	elevation_pattern	field_value10	Elevation Antenna Pattern	Relative Field Value Azimuth 10	The relative field value at azimuth 10 for the depression angle.	FALSE	float				
fmtv_eng	elevation_pattern	field_value100	Elevation Antenna Pattern	Relative Field Value Azimuth 100	The relative field value at azimuth 100 for the depression angle.	FALSE	float				
fmtv_eng	elevation_pattern	field_value110	Elevation Antenna Pattern	Relative Field Value Azimuth 110	The relative field value at azimuth 110 for the depression angle.	FALSE	float				
fmtv_eng	elevation_pattern	field_value120	Elevation Antenna Pattern	Relative Field Value Azimuth 120	The relative field value at azimuth 120 for the depression angle.	FALSE	float
fmtv_eng	elevation_pattern	field_value130	Elevation Antenna Pattern	Relative Field Value Azimuth 130	The relative field value at azimuth 130 for the depression angle.	FALSE	float
fmtv_eng	elevation_pattern	field_value140	Elevation Antenna Pattern	Relative Field Value Azimuth 140	The relative field value at azimuth 140 for the depression angle.	FALSE	float
fmtv_eng	elevation_pattern	field_value150	Elevation Antenna Pattern	Relative Field Value Azimuth 150	The relative field value at azimuth 150 for the depression angle.	FALSE	float
fmtv_eng	elevation_pattern	field_value160	Elevation Antenna Pattern	Relative Field Value Azimuth 160	The relative field value at azimuth 160 for the depression angle.	FALSE	float
fmtv_eng	elevation_pattern	field_value170	Elevation Antenna Pattern	Relative Field Value Azimuth 170	The relative field value at azimuth 170 for the depression angle.	FALSE	float
fmtv_eng	elevation_pattern	field_value180	Elevation Antenna Pattern	Relative Field Value Azimuth 180	The relative field value at azimuth 180 for the depression angle.	FALSE	float
fmtv_eng	elevation_pattern	field_value190	Elevation Antenna Pattern	Relative Field Value Azimuth 190	The relative field value at azimuth 190 for the depression angle.	FALSE	float
fmtv_eng	elevation_pattern	field_value20	Elevation Antenna Pattern	Relative Field Value Azimuth 20	The relative field value at azimuth 20 for the depression angle.	FALSE	float
fmtv_eng	elevation_pattern	field_value200	Elevation Antenna Pattern	Relative Field Value Azimuth 200	The relative field value at azimuth 200 for the depression angle.	FALSE	float
fmtv_eng	elevation_pattern	field_value210	Elevation Antenna Pattern	Relative Field Value Azimuth 210	The relative field value at azimuth 210 for the depression angle.	FALSE	float
fmtv_eng	elevation_pattern	field_value220	Elevation Antenna Pattern	Relative Field Value Azimuth 220	The relative field value at azimuth 220 for the depression angle.	FALSE	float
fmtv_eng	elevation_pattern	field_value230	Elevation Antenna Pattern	Relative Field Value Azimuth 230	The relative field value at azimuth 230 for the depression angle.	FALSE	float
fmtv_eng	elevation_pattern	field_value240	Elevation Antenna Pattern	Relative Field Value Azimuth 240	The relative field value at azimuth 240 for the depression angle.	FALSE	float
fmtv_eng	elevation_pattern	field_value250	Elevation Antenna Pattern	Relative Field Value Azimuth 250	The relative field value at azimuth 250 for the depression angle.	FALSE	float
fmtv_eng	elevation_pattern	field_value260	Elevation Antenna Pattern	Relative Field Value Azimuth 260	The relative field value at azimuth 260 for the depression angle.	FALSE	float
fmtv_eng	elevation_pattern	field_value270	Elevation Antenna Pattern	Relative Field Value Azimuth 270	The relative field value at azimuth 270 for the depression angle.	FALSE	float
fmtv_eng	elevation_pattern	field_value280	Elevation Antenna Pattern	Relative Field Value Azimuth 280	The relative field value at azimuth 280 for the depression angle.	FALSE	float
fmtv_eng	elevation_pattern	field_value290	Elevation Antenna Pattern	Relative Field Value Azimuth 290	The relative field value at azimuth 290 for the depression angle.	FALSE	float
fmtv_eng	elevation_pattern	field_value30	Elevation Antenna Pattern	Relative Field Value Azimuth 30	The relative field value at azimuth 30 for the depression angle.	FALSE	float
fmtv_eng	elevation_pattern	field_value300	Elevation Antenna Pattern	Relative Field Value Azimuth 300	The relative field value at azimuth 300 for the depression angle.	FALSE	float
fmtv_eng	elevation_pattern	field_value310	Elevation Antenna Pattern	Relative Field Value Azimuth 310	The relative field value at azimuth 310 for the depression angle.	FALSE	float
fmtv_eng	elevation_pattern	field_value320	Elevation Antenna Pattern	Relative Field Value Azimuth 320	The relative field value at azimuth 320 for the depression angle.	FALSE	float
fmtv_eng	elevation_pattern	field_value330	Elevation Antenna Pattern	Relative Field Value Azimuth 330	The relative field value at azimuth 330 for the depression angle.	FALSE	float
fmtv_eng	elevation_pattern	field_value340	Elevation Antenna Pattern	Relative Field Value Azimuth 340	The relative field value at azimuth 340 for the depression angle.	FALSE	float
fmtv_eng	elevation_pattern	field_value350	Elevation Antenna Pattern	Relative Field Value Azimuth 350	The relative field value at azimuth 350 for the depression angle.	FALSE	float
fmtv_eng	elevation_pattern	field_value40	Elevation Antenna Pattern	Relative Field Value Azimuth 40	The relative field value at azimuth 40 for the depression angle.	FALSE	float
fmtv_eng	elevation_pattern	field_value50	Elevation Antenna Pattern	Relative Field Value Azimuth 50	The relative field value at azimuth 50 for the depression angle.	FALSE	float
fmtv_eng	elevation_pattern	field_value60	Elevation Antenna Pattern	Relative Field Value Azimuth 60	The relative field value at azimuth 60 for the depression angle.	FALSE	float
fmtv_eng	elevation_pattern	field_value70	Elevation Antenna Pattern	Relative Field Value Azimuth 70	The relative field value at azimuth 70 for the depression angle.	FALSE	float
fmtv_eng	elevation_pattern	field_value80	Elevation Antenna Pattern	Relative Field Value Azimuth 80	The relative field value at azimuth 80 for the depression angle.	FALSE	float
fmtv_eng	elevation_pattern	field_value90	Elevation Antenna Pattern	Relative Field Value Azimuth 90	The relative field value at azimuth 90 for the depression angle.	FALSE	float
fmtv_eng	elevation_pattern_addl	azimuth	Elevation Antenna Pattern Additional	Azimuth	"Azimuth, in whole degrees, on which the relative field is measured."	TRUE	float				
fmtv_eng	elevation_pattern_addl	depression_angle	Elevation Antenna Pattern Additional	Depression Angle	Depression Angle	TRUE	float	PK			
fmtv_eng	elevation_pattern_addl	elevation_antenna_id	Elevation Antenna Pattern Additional	Elevation Antenna ID	Identifies an elevation pattern	TRUE	int	PK			
fmtv_eng	elevation_pattern_addl	field_value	Elevation Antenna Pattern Additional	Relative Field Value	The relative field value at the azimuth for the depression angle.	FALSE	float				
fmtv_eng	elevation_pattern	last_update_date	Elevation Pattern	Date last updated	The date this record was last updated.	FALSE	datetime				
fmtv_eng	elevation_pattern_addl	last_update_date	Elevation Pattern Additional	Date last updated	The date this record was last updated.	FALSE	datetime				
facility	facility	tsid_dtv	Facility	 The assigned unique digital Transport Stream Identifier.	The assigned unique digital Transport Stream Identifier.	FALSE	int	FORM	n/a	n/a	
facility	facility	assoc_facility_id	Facility	Associated Facility ID	"The facility ID ""associated"" with the FX station (meaning, the facility_id that this FX station rebroadcasts)"	TRUE	int	BAPS	facility	assoc_callsign	we'll dereference the callsign to its facility_id and insert that
facility	facility	callsign_eff_date	Facility	Callsign Effective Date	The date the callsign became effective	FALSE	datetime	BAPS	facility	date_call_effective	"11/99 new mapping, previously this field from facility was overwriting the call_sign_history.prior_begin_date"
facility	facility	fac_channel	Facility	Channel Number	Channel number	FALSE	int	"BAPS,mm"	"facility,auth_tv/tx
fmfxeng,tvtxeng"	"channel,
chan"	Populated via trigger from fm_eng_data upon authorization
facility	facility	comm_city	Facility	Community of License City	"The city of the facility's ""community served"""	FALSE	city	"BAPS,mm"	"facility,
ameng,fmfxeng,tvtxeng"	"city_station_loc,
city"	"Refers to the ""community served"""
facility	facility	comm_state	Facility	Community of License State	"The state of the facility's ""community served"""	FALSE	state	"BAPS,mm"	"facility,auth_tv
ameng,fmfxeng,tvtxeng"	"state_station_loc,
state"	Refers to community served
facility	facility	last_change_date	Facility	Date last updated	The date this record was last updated.	FALSE	datetime				From record_change - not an actual field in this table.
facility	facility	digital_status	Facility	Digital Status	"The digital status of the facility, D for Digital, H for Hybrid."	FALSE	char(1)	NEW	n/a	n/a	code_table lookup: digital_status.
facility	facility	eeo_rpt_ind	Facility	EEO Report Indicator	Indicates whether the station plans to or does employ five or more employees and therefore should submit equal employment opportunity reports	FALSE	ind	FORM	n/a	n/a	Phase 2 issue?  Perhaps
facility	facility	fac_address1	Facility	"Facility Address, Line 1"	The address of the facility	FALSE	address	BAPS	facility	text_street_1	I'm assuming the applicant address is the facility address coming from BAPS
facility	facility	fac_address2	Facility	"Facility Address, Line 2"	"The address of the facility, continued"	FALSE	address	BAPS	facility	text_street_2	I'm assuming the applicant address is the facility address coming from BAPS
facility	facility	fac_callsign	Facility	Facility Call Sign	The call sign of the facility/station	FALSE	callsign	"BAPS,mm"	"facility,auth_tx,
ameng,fmfxeng,tvtxeng"	"callsign/callsign_specified
call_sign,call_letter,"	"This will be changed upon application of callsign change because the current callsign is in the ""call sign history"" table.  If it doesn't go through, we can always get that data back…"
facility	facility	fac_city	Facility	Facility City	The city in which the facility is located.  Also considered the Mailing City of the facility	FALSE	city	BAPS	facility	city	"Same info going into party for applicant/licensee.  Maps twice since original BAPS design had an ""applicant"" table now combined w/ the current Facility table."
facility	facility	fac_country	Facility	Facility Country	The country of the station	FALSE	country	"BAPS,mm"	"facility,
ameng,fmfxeng,tvtxeng"	"id_country,
country"	"Baps country is always US; so, update facility after loading baps making all records US"
facility	facility	fac_frequency	Facility	Facility Frequency	The frequency assigned to the station	FALSE	frequency	"BAPS,mm"	"facility,auth_fm/fx
fmfxeng,ameng"	"freq_assigned,
freq"	Populated via a trigger from fm_eng_data upon authorization.
facility	facility	facility_id	Facility	Facility ID	Uniquely identifies a facility	TRUE	int	BAPS	facility	id_fac_num	
facility	facility	fac_service	Facility	Facility Service	Identifies the service which the facility supports	FALSE	char(2)	"BAPS,mm"	"facility,
fmfxeng,tvtxeng"	"id_service,
serv"	code_table lookup; service
facility	facility	fac_state	Facility	Facility State	The state in which the facility is located.  The state of the mailing address.	FALSE	state	BAPS	facility	state	Same info going into party for applicant/licensee
facility	facility	fac_status	Facility	Facility Status	"The facility status contains the last status of the facility application processing.  It may be CP granted, license granted, appeal pending, STA granted, silent without STA, cancelled/deleted, etc."	FALSE	varchar(3)	BAPS	facility	record_status	code_table lookup: record_status.
facility	facility	fac_status_date	Facility	Facility Status Date	The date the facility status took effect	FALSE	datetime	BAPS	facility_aux	date_silent	"If date_silent populated, put date here and a fac_status of ""silent"" in the record_status.  Otherwise, a going forward issue."
facility	facility	fac_type	Facility	Facility Type	The type of the facility	FALSE	varchar(3)	BAPS	facility	fac_type	code_table lookup
facility	facility	fac_zip1	Facility	Facility Zip Code 1	The First 5 digits of the Zipcode of the facility	FALSE	char(5)	BAPS	facility	zipcode	
facility	facility	fac_zip2	Facility	Facility Zip Code 2	The additional 4 digits of the Zipcode of the facility	FALSE	char(4)	BAPS	facility	zipcode	if existant…will parse it out.  If its not there leave null
facility	facility	lic_expiration_date	Facility	License Expiration Date	The date on which the FCC license or CP building permit expires	FALSE	datetime	BAPS	facility	date_expire	"Was application, now considered Facility data.  Relates to the renewal group expiration date…but this is actual as opposed to theoretical."
facility	facility	network_affil	Facility	Network Affiliation	"Current network affiliation (free text, not from a list of values), if applicable."	FALSE	varchar(100)				
facility	facility	nielsen_dma	Facility	Nielsen DMA	Nielsen DMA	FALSE	varchar(60)				
facility	facility	sat_tv	Facility	Satellite TV	To designate satellite tv stations	FALSE	char(1)	FORM	facility	sat_tv	
facility	facility	station_type	Facility	Station Type	Identifies the station as a main or an auxiliary	FALSE	char(1)	FORM	n/a	n/a	"Field on forms: if service=FS or TS, aux otherwise Main.  Could be facility data, but it comes in on the form and is basically only used for processing."
facility	facility	tsid_ntsc	Facility	"The assigned unique analog Transport Stream Identifier.
The assigned unique analog Transport Stream Identifier."	The assigned unique analog Transport Stream Identifier.	FALSE	int	FORM	n/a	n/a	
facility	fac_party	last_change_date	Facility-Party	Date last updated	The date this record was last updated.	FALSE	datetime				From record_change - not an actual field in this table.
facility	fac_party	facility_id	Facility-Party	Facility ID	Uniquely identifies a facility.	TRUE	int	FK	facility	facility_id	
facility	fac_party	party_id	Facility-Party	Party ID	Uniquely identifies the party	TRUE	int	FK	party	party_id	
facility	fac_party	party_type	Facility-Party	Party Type	"The type of party to the application indicates the party's role; types may include applicant; assignor; assignee; officer; director; partner; silent partner; governmental or public educational agency, board, institution; private nonprofit educational inst"	FALSE	char(5)	NEW	n/a	n/a	"Code_table lookup;  describing party type: applicant, emergency contact, licensee, owner, etc"
application	fm_app_indicators	no_rotation_ind	FM Application Indicators	Antenna Rotatio Indicator	Indicates whether the antenna is rotated	FALSE	ind	FORM	n/a	n/a	
application	fm_app_indicators	application_id	FM Application Indicators	Application ID Number	Uniquely identifies an application.	TRUE	int	FK	application	application_id	
application	fm_app_indicators	bt_ind	FM Application Indicators	Beam Tilt Indicator	Indicates whether beam tilt is in use..	FALSE	ind	mm	fmfxeng	bt	
application	fm_app_indicators	last_change_date	FM Application Indicators	Date last updated	The date this record was last updated.	FALSE	datetime				From record_change - not an actual field in this table.
application	fm_app_indicators	da_ind	FM Application Indicators	Directional Antenna Indicator	Indicates whether the station uses a directional antenna.	FALSE	ind	mm	fmfxeng	da	
application	fm_app_indicators	rule_73_215_req_ind	FM Application Indicators	Rule 73.215 Requested Indicator	Indicates whether authorization pursuant to rule 73.215 has been requested.	FALSE	ind	mm	fmfxeng	is_it_73_215	
